pH,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.3,240.96,29307.69,12.38,115.02,515.27,13.14,41.45,4.71,0
5.28,156.42,7258.86,4.36,96.9,804.9,11.76,44.26,4.04,1
7.37,253.99,30187.4,4.12,402.6,224.55,21.45,42.86,2.36,0
5.6,271.86,9755.94,8.05,197.72,502.84,7.2,58.22,2.42,0
7.1,261.32,5492.48,10.75,264.84,293.28,9.71,37.32,4.22,1
7.16,131.46,29609.12,13.05,222.39,624.24,7.87,35.25,3.01,0
6.24,283.12,3868.24,10.02,374.26,607.93,18.06,101.34,4.33,0
6.91,91.4,8317.15,3.21,364.34,480.72,14.61,28.42,3.69,1
6.21,291.27,17435.18,8.07,157.33,618.35,12.64,84.98,1.92,1
7.74,127.52,30529.85,6.02,97.23,958.09,7.9,22.26,2.12,0
6.76,167.62,27473.32,8.37,360.52,802.1,5.52,16.64,1.72,0
5.9,88.33,11743.23,12.04,205.03,444.78,18.04,75.71,2.13,0
6.31,95.68,39620.16,6.48,291.86,237.5,12.62,27.71,1.56,1
6.8,237.02,12919.61,2.93,346.8,157.71,18.94,90.84,4.55,1
7.04,218.65,36870.83,11.6,359.26,602.4,10.56,15.61,1.48,1
7.05,178.68,12856.91,1.2,184.22,665.81,25.88,56.91,4.71,0
7.79,209.25,13960.91,8.87,141.0,778.95,6.99,24.24,3.31,1
8.72,222.58,1967.25,11.94,172.22,965.92,26.67,61.12,2.69,0
7.03,125.66,24656.3,10.41,186.13,844.23,22.83,16.33,3.78,1
6.4,90.23,39514.53,10.37,132.69,156.52,25.65,108.92,2.47,0
8.42,149.22,46370.21,3.64,286.3,166.95,14.06,40.17,1.21,0
8.44,205.47,2320.11,12.8,295.69,555.02,25.57,41.47,2.18,0
6.3,260.92,39414.68,9.98,388.22,869.59,5.67,86.0,2.23,0
8.96,270.17,6566.02,4.07,214.65,422.61,7.67,114.23,3.25,1
6.77,150.54,7543.83,6.25,273.88,443.18,17.56,96.15,1.41,1
7.73,299.43,14235.65,3.54,209.27,202.04,23.67,52.02,4.22,1
5.33,252.09,5691.46,13.37,261.19,199.49,15.13,86.15,3.53,1
6.74,108.91,19061.11,2.49,312.36,691.4,27.03,53.87,2.1,1
7.99,312.04,23433.86,4.67,301.89,442.03,17.0,64.59,4.11,0
5.76,211.65,23013.13,3.93,267.22,358.23,23.68,87.07,2.32,1
6.41,287.09,45119.07,7.69,343.17,705.84,16.68,53.2,1.69,1
7.81,172.75,27625.98,13.35,160.32,549.51,5.24,102.06,2.58,1
7.15,289.85,3526.21,10.58,154.55,375.78,17.46,36.8,3.02,0
6.95,114.48,37200.18,7.19,95.0,729.7,7.0,64.02,3.36,0
6.64,258.14,14118.27,0.85,406.77,450.88,6.07,81.8,3.23,0
6.86,115.37,24258.82,1.25,229.67,516.01,16.14,110.01,1.46,1
8.44,181.98,40091.41,11.74,407.97,858.63,17.26,21.44,1.33,1
6.88,115.32,22481.45,2.38,205.54,132.57,5.04,110.63,3.06,0
7.31,158.84,12019.35,12.52,112.31,803.31,8.55,112.54,3.38,1
7.63,199.28,39365.36,8.76,381.58,244.44,25.94,30.16,1.95,1
8.01,219.94,18153.36,2.99,128.46,852.51,7.89,31.66,2.14,0
6.26,250.14,46435.02,12.95,134.77,868.31,5.54,25.57,2.5,1
6.98,143.78,33143.81,5.14,372.23,614.78,23.49,50.26,3.65,0
5.73,312.05,19975.75,1.19,324.32,919.64,7.6,37.19,3.55,1
7.67,136.34,22765.1,0.81,349.64,411.49,14.3,83.01,3.99,1
5.44,160.38,31674.94,5.1,319.24,937.67,4.23,82.38,2.03,1
5.29,271.72,40888.59,3.71,128.33,195.14,10.21,67.05,2.12,1
6.68,260.82,37598.74,4.14,102.75,873.63,14.47,55.22,1.49,1
7.1,279.21,41142.52,7.41,352.09,832.86,6.07,61.41,3.2,1
6.65,179.42,26302.6,4.66,171.15,686.06,27.79,45.43,2.86,0
7.11,172.67,15006.88,9.28,224.42,496.8,25.29,31.18,2.17,0
7.23,96.74,37753.25,12.18,158.19,797.57,20.23,54.98,4.48,0
5.57,150.22,17937.73,2.56,117.31,274.0,5.41,104.23,2.57,0
8.13,215.81,20507.11,0.77,225.42,124.72,18.25,12.09,1.95,1
7.44,147.73,28325.32,8.63,188.63,341.31,7.07,15.18,3.44,1
7.46,255.52,48269.5,9.06,277.88,248.52,10.23,105.16,4.74,0
7.84,269.42,16294.52,10.53,357.46,898.92,5.5,61.57,2.55,0
8.26,270.6,43242.94,4.66,158.82,793.87,15.03,97.56,2.11,0
5.8,276.39,3096.46,12.77,213.16,736.69,19.73,13.98,2.67,1
6.87,111.96,17617.94,3.1,288.43,925.72,26.45,16.65,3.79,0
6.74,179.34,37150.75,1.64,232.22,879.29,11.92,29.92,1.46,0
6.22,229.16,42954.1,5.88,124.17,436.68,14.54,35.15,3.63,0
8.22,278.37,31120.36,10.23,237.19,327.83,15.81,48.43,3.46,0
9.25,291.36,12048.6,1.9,343.67,620.97,25.82,8.75,2.74,1
7.54,107.14,40913.03,2.42,388.36,664.53,18.83,65.48,3.54,1
6.76,274.3,8811.81,8.46,179.16,124.35,18.16,37.88,2.21,1
7.11,109.04,16415.46,11.39,400.19,714.3,9.7,22.6,2.69,0
7.74,120.18,35816.18,10.92,376.4,715.15,26.04,34.77,4.64,0
7.13,193.89,8995.4,4.85,324.04,531.21,10.41,112.58,4.23,1
5.19,165.89,48034.84,8.48,346.59,577.73,14.99,27.04,4.38,1
7.49,270.26,39971.73,9.93,118.52,856.37,23.51,24.26,1.67,1
6.9,217.28,18059.43,11.18,214.69,223.6,24.01,105.63,3.21,0
7.96,318.62,28840.97,13.03,202.46,449.91,22.37,112.09,1.65,0
7.95,159.52,45549.04,5.27,149.39,447.0,14.96,83.66,4.18,1
6.42,214.37,48582.2,0.75,373.35,530.03,20.82,35.21,4.13,1
8.55,221.25,17903.87,8.41,303.16,393.98,17.69,38.8,1.32,1
5.98,210.17,36859.65,11.9,170.45,862.76,4.81,35.13,4.51,1
6.72,318.74,34012.25,0.79,267.83,776.83,18.43,25.13,4.23,1
5.37,293.64,18463.1,7.76,182.81,590.73,7.8,78.07,4.23,0
4.84,237.67,19084.2,6.55,159.76,567.26,12.19,108.51,2.18,1
7.06,239.35,7370.7,5.96,346.9,919.86,24.54,80.41,2.43,1
8.33,198.29,8985.25,3.98,153.31,483.46,19.02,48.45,2.19,1
5.67,257.99,41166.1,10.86,357.71,890.12,27.41,26.98,4.8,0
6.88,312.87,46126.45,2.52,378.91,453.81,17.44,112.28,3.92,0
7.73,200.74,46454.89,10.3,349.86,676.95,19.8,99.37,3.67,1
5.66,165.61,32125.47,4.45,301.96,861.45,27.84,84.25,1.65,1
5.92,223.33,36411.3,7.92,369.58,612.5,12.56,78.02,1.55,1
7.87,245.63,39767.5,1.91,227.68,799.33,9.21,90.37,1.66,0
6.55,226.96,23429.59,5.08,274.08,678.66,25.72,43.36,4.71,0
6.56,233.62,24674.73,11.85,241.09,397.7,27.75,75.67,3.42,1
6.13,178.24,33183.39,7.57,96.26,483.82,9.04,33.6,4.47,0
6.95,126.21,18457.34,9.07,186.32,554.68,23.4,10.69,2.07,1
7.05,105.78,1257.02,8.47,290.65,395.5,16.05,66.4,3.73,1
6.49,237.4,38095.0,3.53,213.98,608.78,10.78,10.26,4.74,1
8.29,109.09,39983.96,8.7,245.97,768.13,18.86,9.18,1.49,0
6.91,114.79,3068.56,9.24,292.62,240.83,5.65,105.5,2.87,0
6.33,234.41,25321.42,6.54,196.33,433.9,17.44,108.5,3.22,0
7.86,229.35,28065.85,4.37,212.33,500.74,20.04,37.65,2.58,0
7.08,186.59,2148.82,11.33,148.07,658.68,4.22,12.96,3.72,0
7.37,175.82,36710.67,5.64,104.52,304.8,12.69,60.67,2.75,1
6.69,108.02,43534.77,12.55,159.2,271.93,17.91,38.51,2.35,1
7.2,174.88,44192.87,7.03,157.82,765.79,17.63,29.41,4.71,0
7.65,87.52,4192.27,2.58,278.28,859.7,5.24,43.2,3.71,1
5.44,206.9,13511.47,0.95,336.39,803.22,8.72,70.66,3.0,0
6.9,230.91,27769.47,10.11,290.12,493.94,12.54,13.5,2.73,0
6.43,159.18,1878.88,6.36,370.12,691.58,15.17,40.86,4.22,0
5.34,169.57,17326.36,7.0,269.16,299.02,4.03,95.54,2.76,1
8.44,217.39,33155.77,2.96,340.54,362.05,10.2,88.18,4.56,0
6.87,251.99,30502.98,5.68,299.62,511.36,17.77,46.07,1.31,1
8.24,188.07,23426.55,6.43,287.93,348.81,21.26,80.25,1.27,0
6.57,183.04,15859.34,9.77,302.14,762.54,10.26,49.22,3.01,0
7.65,312.57,24601.1,6.16,126.09,918.49,14.45,21.04,1.51,1
6.76,243.44,1011.27,8.14,239.76,537.53,12.98,83.67,3.23,0
6.61,96.14,32708.71,8.22,239.26,620.98,3.29,18.04,2.47,1
5.44,282.59,23153.72,5.07,218.36,850.85,12.58,10.88,3.99,0
7.44,186.6,5710.23,7.91,373.8,826.47,26.72,26.38,1.57,0
7.37,263.32,13758.79,5.06,404.14,409.01,5.02,56.67,2.49,0
6.53,257.35,21629.95,0.62,117.2,780.33,9.28,15.0,2.95,1
6.99,138.63,25938.79,10.19,273.87,595.41,21.33,41.52,3.11,0
7.9,295.27,1578.46,3.17,255.81,144.7,22.98,76.86,3.94,1
6.98,146.46,20564.89,9.58,182.81,340.0,15.07,21.63,3.91,0
7.79,274.01,15738.83,8.49,321.89,491.89,3.2,113.42,2.36,0
5.12,228.36,23373.11,2.42,146.85,856.98,8.89,97.8,1.59,1
6.94,231.13,37089.58,10.24,350.11,149.86,21.11,57.88,2.5,0
6.97,312.29,31257.03,4.31,322.99,797.83,22.64,104.41,2.26,1
6.72,268.94,36780.66,7.62,393.93,863.32,15.99,86.33,3.53,0
7.17,182.06,18127.85,13.14,326.08,898.51,3.17,36.04,3.11,0
6.49,92.32,38986.39,7.98,183.04,161.93,26.04,53.1,2.23,0
7.15,122.38,7311.21,4.12,174.48,721.51,27.54,108.46,1.64,0
7.31,201.79,19251.06,9.35,189.43,343.12,10.66,52.91,2.0,1
7.65,261.03,26546.65,8.28,250.36,372.89,6.51,88.24,3.61,1
8.38,116.78,41735.7,6.31,340.27,697.46,18.62,44.22,3.09,0
6.4,90.32,36650.03,5.33,249.43,865.07,6.52,72.16,3.61,1
8.23,281.48,38009.31,9.91,294.23,611.33,18.19,94.45,3.28,1
5.54,319.31,27171.93,9.73,383.95,568.25,7.86,26.33,3.4,1
6.2,150.04,25357.43,12.37,111.25,366.8,6.72,98.0,4.66,1
7.55,217.3,3547.44,12.27,234.89,385.03,23.82,54.47,2.8,1
8.87,237.1,46507.61,13.33,250.79,228.93,26.84,63.19,4.37,1
6.62,232.46,3341.42,12.81,262.1,979.69,5.64,30.97,4.25,0
6.7,258.71,1460.53,13.3,407.8,837.61,7.95,114.56,3.81,1
7.37,145.89,37414.46,9.71,260.5,723.42,21.56,31.85,1.86,1
7.39,232.13,30545.35,12.5,392.37,437.22,3.64,31.94,2.71,1
6.79,303.32,38777.5,10.3,317.8,653.49,14.41,58.8,2.19,1
6.77,266.86,29330.37,11.28,141.85,365.75,15.42,62.84,4.71,1
5.97,203.26,20782.22,0.57,153.14,204.02,3.94,91.21,1.73,0
7.53,94.86,21640.83,7.68,349.97,462.01,23.17,23.24,1.46,1
7.23,259.31,15810.58,9.02,337.37,582.27,8.3,26.85,3.08,1
5.93,165.85,16856.45,6.23,380.99,841.3,12.29,9.41,3.44,0
6.85,139.98,26408.36,5.38,204.29,957.76,23.69,72.67,3.36,1
7.95,129.72,9594.48,9.28,376.96,754.14,9.65,106.0,3.55,0
8.21,199.81,14459.81,11.7,344.91,355.06,24.21,46.07,1.9,0
8.28,102.42,12566.63,8.87,121.39,956.68,7.55,59.17,3.92,1
7.49,232.53,30142.23,12.58,254.84,442.32,27.39,91.76,1.53,0
7.82,120.95,14395.63,5.33,189.7,737.03,23.22,73.46,2.76,1
7.02,174.72,11537.71,8.73,175.08,852.69,20.08,23.69,2.08,0
6.32,308.05,41319.22,5.99,225.71,360.42,20.67,60.62,3.8,0
7.81,103.21,5165.77,13.31,238.04,367.11,10.21,59.74,2.16,0
5.71,170.99,14115.05,3.88,100.95,722.77,10.49,15.97,3.38,0
6.97,101.41,45945.69,5.61,197.39,919.8,8.0,73.8,1.5,0
7.12,162.78,46648.27,7.93,278.03,781.91,16.57,19.18,3.84,0
7.24,310.52,19198.8,12.27,138.08,387.59,11.79,53.81,2.03,1
6.49,220.93,6927.51,6.61,115.81,636.99,9.75,18.84,1.25,0
6.94,196.93,44563.62,1.29,355.98,551.63,15.65,107.53,3.0,0
8.3,307.62,2363.38,1.47,193.19,228.32,12.59,81.02,3.8,1
8.17,286.67,14944.81,8.73,128.67,367.19,16.3,85.18,3.84,1
7.7,229.08,21286.3,13.02,115.56,641.12,15.14,69.53,4.15,1
6.68,282.13,20658.34,1.91,374.17,586.42,21.93,8.28,1.58,1
7.74,161.48,48440.01,12.02,287.9,567.15,20.18,14.27,1.64,0
7.47,250.54,28277.76,6.91,311.62,500.61,10.02,97.33,3.0,0
8.03,167.73,5277.79,2.45,375.06,406.39,4.52,9.09,1.42,1
5.75,167.48,23896.48,2.01,332.56,554.52,12.91,29.29,3.31,0
6.19,258.84,5905.9,11.4,338.43,618.89,25.73,59.59,4.21,0
7.4,86.33,7503.63,12.78,96.26,349.03,8.85,101.16,4.49,0
6.67,245.48,32715.93,12.88,336.28,959.99,20.54,86.16,2.88,0
5.9,109.57,44441.2,10.34,355.27,267.87,10.1,97.71,1.83,0
7.64,162.3,30018.83,11.57,345.08,236.84,14.61,53.98,1.66,1
7.31,292.47,43089.33,12.2,399.4,943.58,10.23,93.84,3.95,0
5.31,242.52,27972.24,0.59,362.75,194.95,15.99,40.13,2.77,0
7.83,308.42,21863.94,4.35,394.81,929.11,14.83,82.44,3.37,1
7.55,300.63,16297.38,4.76,210.63,211.74,22.43,31.79,1.52,1
6.83,167.92,23408.13,1.28,133.61,225.4,27.94,110.36,3.61,0
6.98,172.37,44636.02,5.24,250.48,276.78,23.22,72.73,3.98,1
8.08,222.37,29253.04,4.54,232.91,605.56,20.4,33.14,2.04,0
6.56,144.14,39250.8,6.86,324.51,477.35,12.04,17.21,2.53,0
7.03,205.95,13782.11,1.66,324.6,707.92,4.09,89.02,3.54,1
7.74,254.1,39079.07,10.87,205.89,502.4,14.06,44.36,1.87,0
7.41,254.62,46152.95,7.49,90.99,549.49,7.21,44.79,1.56,0
7.77,223.63,12248.84,2.75,201.96,623.08,18.45,114.91,3.58,0
8.17,134.17,7082.66,4.45,146.16,820.84,16.2,101.74,1.76,0
6.47,219.84,2673.59,11.68,158.15,250.4,18.63,19.95,2.35,1
7.62,116.11,4853.49,8.58,230.21,481.58,25.08,89.23,2.25,1
7.25,265.77,12237.05,2.36,375.29,506.36,9.86,70.68,3.92,0
7.67,164.39,3504.35,3.44,406.09,153.67,4.74,112.78,1.54,1
7.77,302.55,46487.62,7.66,409.13,305.36,27.67,76.44,3.54,1
5.93,208.41,40667.94,8.23,196.63,598.52,4.45,86.89,2.72,1
6.0,296.43,26362.31,7.63,396.65,606.82,7.94,52.08,4.51,0
8.11,230.73,22498.97,9.73,148.53,877.21,6.34,24.55,4.24,1
7.13,241.6,11576.17,7.83,161.29,338.49,23.22,36.41,4.5,0
7.12,296.23,29508.37,10.02,262.05,563.0,26.31,13.16,1.34,1
6.95,174.99,25613.56,6.65,277.98,286.14,14.6,105.85,3.31,1
7.65,140.67,38286.65,6.7,314.74,707.36,25.41,73.32,1.39,1
7.28,244.28,37063.69,8.19,161.41,639.41,6.28,79.14,4.64,0
6.72,103.95,32163.69,5.01,389.32,679.15,13.11,86.47,3.09,1
9.1,158.81,10300.35,6.39,259.97,774.38,26.98,43.4,4.48,1
6.68,204.91,32598.81,5.37,284.86,832.65,17.66,52.19,3.59,1
7.95,217.62,44084.41,8.54,273.42,145.17,5.83,79.91,4.24,1
7.26,279.16,33409.08,10.32,204.86,521.87,27.98,45.68,4.6,0
7.21,256.35,34823.97,12.22,324.06,789.84,9.61,57.58,3.53,0
8.15,156.72,26197.89,2.31,170.38,487.9,3.29,64.0,2.7,0
6.63,242.24,35934.05,1.95,268.65,670.44,8.29,16.81,3.03,1
7.68,131.23,5926.84,6.73,107.89,948.65,3.05,75.32,2.52,1
8.27,305.54,32500.31,8.52,118.47,431.09,6.08,53.35,4.37,0
6.92,255.2,4738.65,7.97,161.87,284.74,7.75,103.17,4.01,1
6.04,262.99,19109.04,10.8,362.71,748.28,12.1,74.93,4.8,1
6.68,245.73,34202.9,12.98,351.27,429.72,12.96,80.74,3.71,0
7.24,156.12,18677.42,7.99,235.41,225.77,20.2,56.58,2.85,0
6.78,164.63,17251.6,3.02,400.93,192.81,13.47,56.83,2.61,0
7.57,279.34,7393.69,4.22,395.76,705.62,16.58,113.86,3.4,0
5.78,92.51,44666.87,5.95,246.87,823.26,22.91,24.99,2.2,0
5.69,172.7,5110.7,8.0,406.89,458.85,7.1,80.71,2.78,1
6.21,279.5,12415.65,12.13,160.13,268.49,16.08,16.98,2.68,0
7.32,278.85,5222.38,4.59,90.02,795.09,27.76,49.5,2.04,0
7.14,117.28,37621.84,13.43,390.45,661.15,24.26,95.04,2.39,0
6.85,129.0,11661.33,8.51,213.63,705.9,17.8,113.51,1.65,0
6.13,145.54,33320.61,5.09,366.25,725.5,11.81,110.77,1.2,1
6.42,109.48,25793.37,10.95,125.46,570.19,27.79,109.66,1.61,0
7.24,189.73,35739.72,7.62,184.4,705.33,16.43,65.74,3.13,1
7.41,219.2,29432.03,5.83,214.27,624.39,26.61,27.49,2.38,0
7.03,119.1,26085.81,12.84,381.97,457.5,12.72,88.59,1.88,0
7.47,286.66,8103.08,2.02,142.99,617.54,25.93,57.29,1.4,0
5.8,241.19,32668.69,11.59,380.72,360.22,17.89,21.58,3.98,1
7.6,253.15,14981.94,5.58,389.71,302.59,6.11,97.33,2.71,0
6.03,249.83,34303.12,11.81,315.9,959.99,12.37,47.0,1.76,0
7.15,160.51,39381.0,5.67,307.55,247.21,27.24,63.53,3.89,0
5.31,129.97,12087.53,3.21,259.76,836.57,14.97,56.38,2.15,1
7.51,202.15,37388.64,3.59,334.24,428.3,4.19,91.56,1.51,0
5.99,274.58,40858.94,2.39,248.38,796.61,5.85,23.25,3.99,1
8.13,143.31,27183.45,12.31,254.37,131.32,16.33,16.81,4.79,1
6.64,254.67,15166.86,6.95,224.77,744.99,3.0,79.21,4.53,1
7.95,86.13,42947.93,6.36,341.73,976.78,16.56,52.65,2.48,0
8.16,193.33,35873.13,0.65,306.68,408.49,6.29,63.28,3.24,0
5.36,299.21,25161.43,5.82,300.49,884.86,10.61,67.16,3.09,0
7.62,117.12,19162.48,7.17,220.79,194.56,24.2,57.94,3.62,1
6.05,283.69,38174.1,5.86,159.32,513.31,19.24,57.88,2.46,0
6.8,190.08,47741.58,4.33,328.21,649.11,22.79,27.02,4.68,0
5.67,273.68,39517.83,6.52,229.7,851.47,17.66,13.09,2.04,0
8.1,313.13,43701.32,1.56,221.62,323.33,18.9,68.23,1.67,1
8.72,245.68,1025.17,4.82,368.22,705.46,16.57,27.76,1.5,0
7.64,142.61,12395.3,1.64,133.15,700.46,18.77,26.29,3.96,0
6.83,87.5,5115.65,12.94,268.53,354.87,18.07,17.6,3.74,0
7.02,100.03,11891.94,2.71,356.22,375.7,4.9,82.57,1.25,1
6.73,193.61,36639.33,12.79,185.23,313.54,7.46,55.98,1.33,0
5.76,108.36,28031.67,2.13,300.42,823.86,9.28,8.27,2.06,0
6.48,298.37,46170.76,11.92,103.21,489.29,10.31,99.85,2.17,1
7.82,228.22,4828.55,6.17,317.08,326.43,20.78,90.94,1.47,0
6.72,211.77,23503.24,2.45,294.93,191.53,4.39,41.09,3.59,1
6.71,292.55,7074.74,0.64,315.03,709.33,24.06,48.71,1.46,1
5.83,123.51,21909.08,1.8,310.52,924.09,17.94,41.63,2.8,0
7.28,111.64,4593.64,7.26,368.34,315.34,12.66,71.64,4.2,1
7.5,278.22,12791.79,12.59,367.71,827.5,9.75,14.11,2.35,1
4.67,230.65,18972.81,8.33,335.65,901.9,25.97,44.65,3.61,0
7.24,192.47,37040.77,12.37,217.85,688.11,23.25,41.91,4.46,0
6.98,186.05,12847.75,5.53,316.67,618.24,27.25,78.01,3.3,0
7.07,246.67,39466.65,5.59,288.69,874.66,27.72,78.75,1.75,0
6.55,179.59,16268.46,5.67,250.3,806.64,8.94,57.09,1.26,1
6.62,124.79,44514.56,11.5,203.23,544.47,7.99,110.45,3.53,0
6.39,194.53,32891.31,6.18,324.83,503.4,17.56,103.49,1.61,1
6.29,237.12,15386.01,10.87,382.33,875.67,7.53,83.36,1.86,1
7.04,313.7,7540.19,6.27,378.39,864.8,17.87,60.75,1.51,1
5.91,275.5,19916.85,2.84,334.19,463.91,25.77,51.07,2.96,0
6.34,258.52,39612.9,2.81,226.58,878.63,11.75,99.21,1.85,0
8.0,146.68,5512.7,1.99,358.99,599.23,6.31,53.97,2.56,1
7.03,309.98,10940.56,8.9,122.41,664.47,21.97,53.87,3.75,0
6.65,138.41,30684.91,1.16,152.16,851.14,21.92,88.65,3.75,1
8.49,277.63,9021.8,3.66,177.2,613.74,11.52,9.83,1.54,1
7.04,245.06,19305.85,8.86,383.63,344.92,19.18,58.6,2.53,0
6.22,162.85,37355.34,6.51,169.38,377.73,21.54,9.67,3.22,1
6.86,193.44,16099.97,12.71,174.71,888.57,21.99,16.01,3.69,0
7.28,308.04,3221.85,2.84,121.03,332.88,26.58,111.64,1.49,0
6.94,139.4,34021.42,13.29,103.09,562.25,26.44,44.79,2.23,0
7.13,242.62,42921.57,7.06,305.52,498.63,4.84,76.59,4.59,0
6.32,303.58,11848.93,8.37,229.96,423.11,6.51,114.05,4.18,0
7.76,232.45,47968.42,8.94,343.91,529.8,3.3,38.81,2.04,0
5.48,299.91,4867.14,11.63,324.41,383.58,25.24,11.03,1.65,0
6.52,155.99,7815.29,0.84,317.19,372.79,18.56,15.04,4.48,0
6.24,271.14,36978.49,8.7,219.54,701.85,13.22,61.11,4.36,1
7.47,134.99,19200.98,6.17,140.31,897.96,4.16,16.34,2.77,1
8.14,93.35,12951.65,12.71,340.95,920.55,15.98,56.74,2.39,0
7.94,134.4,32179.18,13.06,307.75,929.42,20.8,31.55,2.92,0
6.85,208.54,12585.18,10.63,104.7,808.22,23.77,88.96,4.13,1
8.31,255.01,33394.01,12.7,317.44,138.31,11.15,11.62,4.4,1
6.91,199.13,5144.87,4.64,266.34,171.45,26.44,17.12,1.36,1
6.73,181.96,33118.84,6.25,286.29,610.46,3.42,12.09,4.24,0
7.2,251.82,25730.22,2.41,186.03,180.56,6.13,9.93,4.33,0
7.67,120.03,26812.81,5.5,290.72,461.5,21.64,108.75,4.5,1
6.43,254.54,2944.87,7.38,234.03,777.32,24.54,47.47,1.36,1
7.56,295.02,5175.82,7.09,369.71,763.55,20.99,35.84,3.65,1
6.52,185.22,43661.34,7.81,245.74,786.46,15.73,14.85,2.72,0
6.4,116.46,18955.39,3.48,126.79,267.09,8.63,114.48,2.36,0
7.01,90.69,16848.25,2.3,322.94,715.49,10.24,64.88,1.2,1
5.38,271.89,34428.55,12.84,203.92,828.72,25.25,102.78,2.83,1
5.73,274.93,28902.04,4.44,152.48,745.75,11.2,42.39,1.37,1
5.64,288.4,39151.4,3.69,203.9,734.72,5.47,29.71,2.66,0
5.43,195.1,23269.55,3.55,94.51,569.97,13.29,20.73,3.4,0
8.08,192.35,5414.01,9.12,220.15,559.36,18.84,17.68,4.38,1
7.68,198.49,23614.91,13.44,151.47,847.2,16.84,67.37,3.3,0
7.46,259.68,34812.46,8.9,313.07,893.45,27.48,27.11,1.61,0
6.99,280.22,42447.71,3.33,314.24,168.19,15.39,12.54,3.58,1
7.31,287.11,29574.84,13.39,343.01,421.32,9.72,11.01,2.25,1
7.43,220.75,14878.99,12.0,389.2,137.3,10.49,53.27,1.42,0
6.3,295.04,6802.69,7.21,244.23,198.03,6.57,14.88,1.54,0
7.19,164.36,22788.7,5.9,341.51,264.56,17.19,28.16,4.06,1
5.09,151.98,30700.06,5.65,295.8,207.65,24.71,87.25,2.29,0
8.06,115.02,38296.14,8.16,107.19,325.18,20.07,61.26,4.32,1
7.07,227.04,26376.09,0.62,373.01,272.13,12.88,15.78,4.36,0
6.71,207.73,46454.43,7.97,295.59,774.92,20.01,78.81,1.78,0
6.4,199.16,48937.7,1.39,278.79,673.81,22.84,106.72,3.8,0
4.87,201.23,47464.97,2.1,383.38,752.57,10.44,85.16,2.54,0
6.57,151.77,16616.93,3.59,335.49,318.79,14.65,100.05,3.4,1
7.5,126.48,2122.38,6.39,122.41,416.74,24.35,17.19,4.23,0
7.26,100.45,48095.42,8.56,92.21,514.23,9.64,77.24,3.3,1
5.74,94.53,1992.24,0.78,113.22,839.36,8.52,84.5,3.26,1
7.38,190.52,19028.57,2.72,286.31,196.37,10.54,88.21,1.61,1
8.18,255.87,10397.91,4.53,224.77,218.65,19.78,66.62,1.37,1
7.71,272.72,38012.15,9.73,249.77,225.22,18.0,105.73,1.43,1
8.12,282.81,29958.36,5.5,174.79,412.22,18.55,94.14,2.08,1
7.61,147.87,45727.57,3.76,208.71,824.47,26.03,86.21,4.51,0
7.82,188.24,18091.86,10.84,120.8,875.57,23.91,84.39,1.64,1
5.97,156.3,2242.15,8.02,388.69,811.58,22.18,63.33,2.18,0
6.41,133.43,30720.15,7.1,260.19,212.62,3.45,81.43,4.42,0
5.35,126.33,29981.58,5.64,123.99,335.99,11.42,11.21,3.27,0
7.73,267.96,26220.14,6.21,117.46,381.55,4.29,109.61,2.82,0
7.24,176.78,35509.31,12.95,256.44,856.43,18.58,61.25,2.2,1
7.24,240.53,24346.52,5.95,171.9,792.05,27.67,66.05,3.69,1
6.54,206.79,18482.8,7.95,310.84,839.9,7.64,24.7,3.45,1
7.36,163.39,21867.26,6.06,246.61,727.34,22.99,112.04,3.98,1
6.22,127.01,44044.94,6.89,265.31,237.39,6.87,18.61,4.23,1
6.61,157.1,39567.63,2.17,96.47,440.64,3.41,9.53,3.26,0
5.62,144.09,5470.52,6.69,96.8,683.67,3.46,106.98,3.33,0
6.85,249.41,9460.21,1.47,92.51,925.47,12.07,52.16,4.11,1
6.08,266.84,11337.76,13.06,128.91,295.52,11.51,114.65,3.17,0
7.3,162.57,19778.31,11.35,94.78,971.68,16.4,43.46,2.3,0
8.02,212.28,40258.01,13.01,379.55,313.68,17.14,77.92,3.07,0
5.76,288.63,35321.32,7.35,294.75,493.2,3.86,85.99,1.54,0
6.34,104.37,19105.76,9.42,263.59,586.45,17.88,44.98,3.09,0
7.17,245.71,23926.29,7.65,154.43,333.48,18.3,35.36,1.53,0
6.5,310.96,28003.04,6.58,163.86,904.04,26.76,113.56,2.1,0
7.27,201.53,38785.78,7.6,266.35,568.47,5.04,28.82,2.14,1
7.07,229.1,16305.68,7.34,217.21,191.76,18.97,81.13,2.92,0
6.01,276.1,19178.91,4.3,250.78,713.69,15.32,108.85,4.3,0
7.5,125.48,20232.84,8.55,274.29,460.59,18.83,112.37,3.74,1
5.88,169.61,33756.58,11.78,133.98,374.32,16.38,104.01,4.54,0
9.31,104.9,9089.91,1.52,345.02,392.27,24.09,46.35,4.63,1
7.32,279.25,12064.92,3.84,246.93,309.03,18.25,82.01,2.09,1
7.01,318.26,39252.76,3.7,117.79,338.15,4.79,13.1,1.25,1
6.69,142.78,42214.69,10.07,304.87,369.11,18.27,110.23,2.51,1
7.28,85.78,44970.01,1.11,156.09,508.46,11.47,37.2,3.96,0
